tbl,Year,quarter,citymarketid_1,citymarketid_2,city1,city2,cur_passengers,cur_fare,ly_fare,ly_passengers,amount_change,percent_change,amount_change_pax,percent_change_pax,Geocoded_City1,Geocoded_City2
Table 4,1996,4,30397,30868,"Atlanta, GA (Metropolitan Area)","Columbia, SC",18430,95.24,147.57,12170,-52.33,-0.3546,6260,0.5144,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Columbia, SC
(39.962649, -82.996216)"
Table 4,2009,3,33105,33195,"Cincinnati, OH","Tampa, FL (Metropolitan Area)",31350,125.15,223.47,16670,-98.32,-0.44,14680,0.8806,"Cincinnati, OH
(39.104427, -84.513808)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 4,1999,3,33105,31123,"Cincinnati, OH","St. Louis, MO",16540,111.37,260.05,6520,-148.68,-0.5717,10020,1.5368,"Cincinnati, OH
(39.104427, -84.513808)","St. Louis, MO
(38.630276, -90.200309)"
Table 4,2013,2,30977,34576,"Chicago, IL","Rochester, NY",27610,195.3,327.02,12590,-131.72,-0.4028,15020,1.193,"Chicago, IL
(41.775002, -87.696388)","Rochester, NY
(43.155708, -77.612547)"
Table 4,2005,1,33105,32457,"Cincinnati, OH","San Francisco, CA (Metropolitan Area)",26730,223.73,404.39,13210,-180.66,-0.4467,13520,1.0235,"Cincinnati, OH
(39.104427, -84.513808)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
Table 4,2005,1,30397,33105,"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",37780,179.2,305.4,19580,-126.2,-0.4132,18200,0.9295,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Cincinnati, OH
(39.104427, -84.513808)"
Table 4,2004,4,30785,30852,"Burlington, VT","Washington, DC (Metropolitan Area)",15760,137.81,205.95,11590,-68.13,-0.3308,4170,0.3598,"Burlington, VT
(44.475949, -73.212481)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4,1996,2,30397,30559,"Atlanta, GA (Metropolitan Area)","Seattle, WA",59320,202.91,294.3,42160,-91.39,-0.3105,17160,0.407,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Seattle, WA
(47.603229, -122.33028)"
Table 4,2001,4,30140,31454,"Albuquerque, NM","Orlando, FL",22840,109.64,169.89,18050,-60.24,-0.3546,4790,0.2654,"Albuquerque, NM
(35.084248, -106.649241)","Orlando, FL
(28.538331, -81.378879)"
Table 4,2011,3,33198,31650,"Kansas City, MO","Minneapolis/St. Paul, MN",52200,127.69,255.1,29110,-127.41,-0.4994,23090,0.7932,"Kansas City, MO
(39.099792, -94.578559)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 4,2005,1,30198,30852,"Pittsburgh, PA","Washington, DC (Metropolitan Area)",39250,188.25,314.82,23240,-126.57,-0.402,16010,0.6889,"Pittsburgh, PA
(40.442169, -79.994945)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4,1997,4,31136,30693,"Jacksonville, FL","Nashville, TN",20290,88.67,147.41,8150,-58.74,-0.3985,12140,1.4896,"Jacksonville, FL
(30.325968, -81.65676)","Nashville, TN
(36.166687, -86.779932)"
Table 4,2009,2,30977,31423,"Chicago, IL","Des Moines, IA",16550,212.61,314.65,17270,-102.04,-0.3243,-720,-0.0417,"Chicago, IL
(41.775002, -87.696388)","Des Moines, IA
(41.588822, -93.620309)"
Table 4,2005,3,30529,30198,"Hartford, CT","Pittsburgh, PA",23180,180.94,289.45,13450,-108.51,-0.3749,9730,0.7234,"Hartford, CT
(41.765775, -72.673356)","Pittsburgh, PA
(40.442169, -79.994945)"
Table 4,2005,1,30721,31066,"Boston, MA (Metropolitan Area)","Columbus, OH",23410,137.76,202.54,21460,-64.78,-0.3198,1950,0.0909,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Columbus, OH
(39.962649, -82.996216)"
Table 4,1997,4,31295,31703,"Detroit, MI","New York City, NY (Metropolitan Area)",258890,148.92,228.32,185590,-79.4,-0.3478,73300,0.395,"Detroit, MI
(42.332916, -83.047853)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 4,2001,4,30423,31295,"Austin, TX","Detroit, MI",15840,149.18,214.85,18350,-65.67,-0.3057,-2510,-0.1368,"Austin, TX
(30.264979, -97.746598)","Detroit, MI
(42.332916, -83.047853)"
Table 4,1996,2,30397,31057,"Atlanta, GA (Metropolitan Area)","Charlotte, NC",49960,118.01,218.69,40030,-100.68,-0.4604,9930,0.2481,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Charlotte, NC
(35.222936, -80.840161)"
Table 4,2007,3,30666,31066,"Bellingham, WA","Columbus, OH",19470,130.6,285.82,210,-155.22,-0.5431,19260,91.7143,"Bellingham, WA
(41.698264, -88.077915)","Columbus, OH
(39.962649, -82.996216)"
Table 4,2009,3,34100,34321,"Philadelphia, PA","Portland, ME",18740,183.37,341.21,11950,-157.84,-0.4626,6790,0.5682,"Philadelphia, PA
(39.951061, -75.16562)","Portland, ME
(45.516018, -122.681425)"
Table 4,1996,4,30423,30559,"Austin, TX","Seattle, WA",16030,166.25,238.76,10800,-72.5,-0.3037,5230,0.4843,"Austin, TX
(30.264979, -97.746598)","Seattle, WA
(47.603229, -122.33028)"
Table 4,2010,4,30255,31454,"Huntsville, AL","Orlando, FL",21810,143.19,285,8820,-141.82,-0.4976,12990,1.4728,"Huntsville, AL
(34.729538, -86.585283)","Orlando, FL
(28.538331, -81.378879)"
Table 4,1996,1,30466,31775,"Phoenix, AZ","Sioux Falls, SD",16920,101.52,182.9,5000,-81.39,-0.445,11920,2.384,"Phoenix, AZ
(30.406931, -87.217578)","Sioux Falls, SD
(43.488765, -96.743185)"
Table 4,2000,2,30977,30529,"Chicago, IL","Hartford, CT",112050,151.18,297.83,57480,-146.65,-0.4924,54570,0.9494,"Chicago, IL
(41.775002, -87.696388)","Hartford, CT
(41.765775, -72.673356)"
Table 4,2010,3,31423,31454,"Des Moines, IA","Orlando, FL",23820,113.96,225.77,4370,-111.82,-0.4953,19450,4.4508,"Des Moines, IA
(41.588822, -93.620309)","Orlando, FL
(28.538331, -81.378879)"
Table 4,1996,2,32211,31454,"Las Vegas, NV","Orlando, FL",48600,121.23,208.69,22970,-87.45,-0.4191,25630,1.1158,"Las Vegas, NV
(36.169202, -115.140597)","Orlando, FL
(28.538331, -81.378879)"
Table 4,2005,1,30529,34100,"Hartford, CT","Philadelphia, PA",20710,74.68,313.26,8570,-238.58,-0.7616,12140,1.4166,"Hartford, CT
(41.765775, -72.673356)","Philadelphia, PA
(39.951061, -75.16562)"
Table 4,1996,3,30994,30977,"Charleston, SC","Chicago, IL",20160,127.49,201.52,10390,-74.03,-0.3674,9770,0.9403,"Charleston, SC
(32.77647, -79.931027)","Chicago, IL
(41.775002, -87.696388)"
Table 4,2004,4,31453,34100,"Houston, TX","Philadelphia, PA",89900,162.77,242.37,66250,-79.61,-0.3284,23650,0.357,"Houston, TX
(29.760803, -95.369506)","Philadelphia, PA
(39.951061, -75.16562)"
Table 4,2001,3,30792,30559,"Buffalo, NY","Seattle, WA",15310,154.29,266.8,7910,-112.51,-0.4217,7400,0.9355,"Buffalo, NY
(39.945422, -78.64671)","Seattle, WA
(47.603229, -122.33028)"
Table 4,2000,1,30977,33105,"Chicago, IL","Cincinnati, OH",59320,190.37,282.01,51210,-91.64,-0.3249,8110,0.1584,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)"
Table 4,2013,1,31995,31454,"Greensboro/High Point, NC","Orlando, FL",16380,137.12,199.34,7420,-62.22,-0.3121,8960,1.2075,"Greensboro/High Point, NC
(36.072701, -79.793899)","Orlando, FL
(28.538331, -81.378879)"
Table 4,1997,3,31295,33342,"Detroit, MI","Milwaukee, WI",39350,101.42,217.43,25460,-116.01,-0.5335,13890,0.5456,"Detroit, MI
(42.332916, -83.047853)","Milwaukee, WI
(43.041072, -87.909421)"
Table 4,1998,4,33360,31703,"Melbourne, FL","New York City, NY (Metropolitan Area)",39280,106.85,174.47,10020,-67.62,-0.3876,29260,2.9202,"Melbourne, FL
(28.079931, -80.603516)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 4,1997,3,31454,35096,"Orlando, FL","Syracuse, NY",30660,113.26,166.01,26030,-52.75,-0.3178,4630,0.1779,"Orlando, FL
(28.538331, -81.378879)","Syracuse, NY
(43.047945, -76.147448)"
Table 4,1997,1,31454,33214,"Orlando, FL","San Antonio, TX",28260,101.51,442.59,21930,-341.08,-0.7706,6330,0.2886,"Orlando, FL
(28.538331, -81.378879)","San Antonio, TX
(29.425173, -98.494599)"
Table 4,2005,2,31057,31703,"Charlotte, NC","New York City, NY (Metropolitan Area)",168180,194.78,298.37,102070,-103.59,-0.3472,66110,0.6477,"Charlotte, NC
(35.222936, -80.840161)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 4,2009,2,33342,31650,"Milwaukee, WI","Minneapolis/St. Paul, MN",35510,111.8,262.04,35030,-150.24,-0.5734,480,0.0137,"Milwaukee, WI
(43.041072, -87.909421)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 4,2007,3,30198,30852,"Pittsburgh, PA","Washington, DC (Metropolitan Area)",36000,141.78,212.33,26760,-70.55,-0.3323,9240,0.3453,"Pittsburgh, PA
(40.442169, -79.994945)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4,1996,3,31454,34614,"Orlando, FL","Salt Lake City, UT",24800,158.88,268.62,12010,-109.75,-0.4086,12790,1.0649,"Orlando, FL
(28.538331, -81.378879)","Salt Lake City, UT
(40.758478, -111.888142)"
Table 4,2005,1,30977,34100,"Chicago, IL","Philadelphia, PA",184060,117.17,186.27,150060,-69.11,-0.371,34000,0.2266,"Chicago, IL
(41.775002, -87.696388)","Philadelphia, PA
(39.951061, -75.16562)"
Table 4,2007,1,31066,34100,"Columbus, OH","Philadelphia, PA",45880,101.35,249.14,15910,-147.79,-0.5932,29970,1.8837,"Columbus, OH
(39.962649, -82.996216)","Philadelphia, PA
(39.951061, -75.16562)"
Table 4,2013,2,30325,31637,"Denver, CO","Fargo, ND",15980,159.26,314.72,6330,-155.46,-0.494,9650,1.5245,"Denver, CO
(39.738453, -104.984853)","Fargo, ND
(36.731654, -119.785856)"
Table 4,1997,1,31453,31454,"Houston, TX","Orlando, FL",66790,136.58,195.2,42760,-58.62,-0.3003,24030,0.562,"Houston, TX
(29.760803, -95.369506)","Orlando, FL
(28.538331, -81.378879)"
Table 4,2007,4,30599,30194,"Birmingham, AL","Dallas/Fort Worth, TX",49420,124.71,182.38,29520,-57.67,-0.3162,19900,0.6741,"Birmingham, AL
(33.522859, -86.807705)","Dallas/Fort Worth, TX
(40.11086, -77.035636)"
Table 4,1996,1,30189,30194,"Colorado Springs, CO","Dallas/Fort Worth, TX",44330,95.17,202.46,10800,-107.29,-0.5299,33530,3.1046,"Colorado Springs, CO
(38.835224, -104.819798)","Dallas/Fort Worth, TX
(40.11086, -77.035636)"
Table 4,1996,2,30189,30194,"Colorado Springs, CO","Dallas/Fort Worth, TX",56160,97.3,170.79,13980,-73.48,-0.4303,42180,3.0172,"Colorado Springs, CO
(38.835224, -104.819798)","Dallas/Fort Worth, TX
(40.11086, -77.035636)"
Table 4,2008,4,32467,33214,"Miami, FL (Metropolitan Area)","San Antonio, TX",27770,159.16,230.03,20180,-70.87,-0.3081,7590,0.3761,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","San Antonio, TX
(29.425173, -98.494599)"
Table 4,2004,3,30721,34100,"Boston, MA (Metropolitan Area)","Philadelphia, PA",244920,83.17,142.47,134500,-59.3,-0.4162,110420,0.821,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Philadelphia, PA
(39.951061, -75.16562)"
Table 4,2006,4,30325,34614,"Denver, CO","Salt Lake City, UT",124990,90.99,156.83,79300,-65.84,-0.4198,45690,0.5762,"Denver, CO
(39.738453, -104.984853)","Salt Lake City, UT
(40.758478, -111.888142)"
Table 4,2004,2,30721,32457,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",324130,208.54,299.87,246970,-91.34,-0.3046,77160,0.3124,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
Table 4,1996,3,30325,34570,"Denver, CO","Reno, NV",27550,126.05,200.2,14580,-74.15,-0.3704,12970,0.8896,"Denver, CO
(39.738453, -104.984853)","Reno, NV
(30.177159, -95.162771)"
Table 4,1998,2,30397,34524,"Atlanta, GA (Metropolitan Area)","Richmond, VA",60870,126.53,229.76,38900,-103.23,-0.4493,21970,0.5648,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Richmond, VA
(37.540759, -77.433932)"
Table 4,2003,3,30466,30198,"Phoenix, AZ","Pittsburgh, PA",44050,128.29,223.37,17070,-95.08,-0.4257,26980,1.5806,"Phoenix, AZ
(30.406931, -87.217578)","Pittsburgh, PA
(40.442169, -79.994945)"
Table 4,1997,2,35249,33195,"Tallahassee, FL","Tampa, FL (Metropolitan Area)",17880,95.06,141.56,670,-46.5,-0.3285,17210,25.6866,"Tallahassee, FL
(38.921902, -120.020798)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 4,2004,1,30397,32457,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",128930,189.61,297.67,98000,-108.07,-0.363,30930,0.3156,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
Table 4,2004,4,30529,34100,"Hartford, CT","Philadelphia, PA",18230,110.17,298.55,10440,-188.38,-0.631,7790,0.7462,"Hartford, CT
(41.765775, -72.673356)","Philadelphia, PA
(39.951061, -75.16562)"
Table 4,2005,1,31057,30852,"Charlotte, NC","Washington, DC (Metropolitan Area)",78680,174.94,317.33,39570,-142.39,-0.4487,39110,0.9884,"Charlotte, NC
(35.222936, -80.840161)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4,2002,1,30423,30977,"Austin, TX","Chicago, IL",47280,170.51,251.45,48720,-80.94,-0.3219,-1440,-0.0296,"Austin, TX
(30.264979, -97.746598)","Chicago, IL
(41.775002, -87.696388)"
Table 4,1996,4,32211,33495,"Las Vegas, NV","New Orleans, LA",22850,127.49,186.77,13440,-59.28,-0.3174,9410,0.7001,"Las Vegas, NV
(36.169202, -115.140597)","New Orleans, LA
(29.950621, -90.074948)"
Table 4,2004,3,31995,30852,"Greensboro/High Point, NC","Washington, DC (Metropolitan Area)",16320,153.6,239.62,12900,-86.02,-0.359,3420,0.2651,"Greensboro/High Point, NC
(36.072701, -79.793899)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4,2009,2,30977,33105,"Chicago, IL","Cincinnati, OH",48410,147.44,313.37,39200,-165.94,-0.5295,9210,0.2349,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)"
Table 4,2004,3,35096,30852,"Syracuse, NY","Washington, DC (Metropolitan Area)",20420,152.96,251.77,11560,-98.81,-0.3925,8860,0.7664,"Syracuse, NY
(43.047945, -76.147448)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4,1996,3,30189,34057,"Colorado Springs, CO","Portland, OR",25880,118.02,205.85,6410,-87.83,-0.4267,19470,3.0374,"Colorado Springs, CO
(38.835224, -104.819798)","Portland, OR
(45.516018, -122.681425)"
Table 4,2000,4,30257,30852,"Albany, NY","Washington, DC (Metropolitan Area)",54320,96.46,197.11,27200,-100.65,-0.5106,27120,0.9971,"Albany, NY
(42.651242, -73.755418)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4,2001,4,30693,33570,"Nashville, TN","San Diego, CA",20900,123.35,187.46,17310,-64.12,-0.342,3590,0.2074,"Nashville, TN
(36.166687, -86.779932)","San Diego, CA
(32.71576, -117.163817)"
Table 4,1996,4,30397,30562,"Atlanta, GA (Metropolitan Area)","Mobile, AL",17800,117.03,209.63,11070,-92.6,-0.4417,6730,0.6079,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Mobile, AL
(34.661541, -77.695461)"
Table 4,1996,1,31423,32211,"Des Moines, IA","Las Vegas, NV",27760,98.29,207.44,4990,-109.15,-0.5262,22770,4.5631,"Des Moines, IA
(41.588822, -93.620309)","Las Vegas, NV
(36.169202, -115.140597)"
Table 4,2004,4,31995,30852,"Greensboro/High Point, NC","Washington, DC (Metropolitan Area)",16790,142.43,228.07,13470,-85.64,-0.3755,3320,0.2465,"Greensboro/High Point, NC
(36.072701, -79.793899)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4,2002,1,31703,34492,"New York City, NY (Metropolitan Area)","Raleigh/Durham, NC",160180,90.05,195.21,144790,-105.16,-0.5387,15390,0.1063,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Raleigh/Durham, NC
(42.673348, -72.179683)"
Table 4,2006,4,31703,30198,"New York City, NY (Metropolitan Area)","Pittsburgh, PA",176040,110.26,287.23,87630,-176.97,-0.6161,88410,1.0089,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Pittsburgh, PA
(40.442169, -79.994945)"
Table 4,2006,3,30721,30198,"Boston, MA (Metropolitan Area)","Pittsburgh, PA",96780,138.54,215.94,75710,-77.4,-0.3584,21070,0.2783,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Pittsburgh, PA
(40.442169, -79.994945)"
Table 4,1996,3,30423,30559,"Austin, TX","Seattle, WA",19280,167.25,242.38,13360,-75.13,-0.31,5920,0.4431,"Austin, TX
(30.264979, -97.746598)","Seattle, WA
(47.603229, -122.33028)"
Table 4,1997,4,31295,32337,"Detroit, MI","Indianapolis, IN",52030,92.21,187.95,40990,-95.75,-0.5094,11040,0.2693,"Detroit, MI
(42.332916, -83.047853)","Indianapolis, IN
(39.76845, -86.156212)"
Table 4,2000,1,34492,33570,"Raleigh/Durham, NC","San Diego, CA",16740,181.07,308.89,10590,-127.83,-0.4138,6150,0.5807,"Raleigh/Durham, NC
(42.673348, -72.179683)","San Diego, CA
(32.71576, -117.163817)"
Table 4,2001,3,32457,34027,"San Francisco, CA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",13760,218,311.44,12040,-93.45,-0.3,1720,0.1429,"San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)","West Palm Beach/Palm Beach, FL
(33.90976, -98.500854)"
Table 4,2002,2,30423,30325,"Austin, TX","Denver, CO",39590,156.46,237.9,33530,-81.44,-0.3423,6060,0.1807,"Austin, TX
(30.264979, -97.746598)","Denver, CO
(39.738453, -104.984853)"
Table 4,2003,4,33342,30852,"Milwaukee, WI","Washington, DC (Metropolitan Area)",84160,97.35,160.6,37360,-63.24,-0.3938,46800,1.2527,"Milwaukee, WI
(43.041072, -87.909421)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4,1997,1,30423,31454,"Austin, TX","Orlando, FL",19470,126.7,197.1,10340,-70.4,-0.3572,9130,0.883,"Austin, TX
(30.264979, -97.746598)","Orlando, FL
(28.538331, -81.378879)"
Table 4,1996,2,33316,31123,"Omaha, NE","St. Louis, MO",15580,122.07,194.88,13220,-72.81,-0.3736,2360,0.1785,"Omaha, NE
(46.07035, -93.666319)","St. Louis, MO
(38.630276, -90.200309)"
Table 4,2005,2,31871,30852,"Greenville/Spartanburg, SC","Washington, DC (Metropolitan Area)",39330,124.47,240.99,11160,-116.52,-0.4835,28170,2.5242,"Greenville/Spartanburg, SC
(44.513288, -88.013256)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4,2008,1,30397,31123,"Atlanta, GA (Metropolitan Area)","St. Louis, MO",62520,140.26,282.37,33980,-142.11,-0.5033,28540,0.8399,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","St. Louis, MO
(38.630276, -90.200309)"
Table 4,2009,2,33105,32457,"Cincinnati, OH","San Francisco, CA (Metropolitan Area)",29360,235.31,425.85,19680,-190.54,-0.4474,9680,0.4919,"Cincinnati, OH
(39.104427, -84.513808)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
Table 4,2001,3,31703,30198,"New York City, NY (Metropolitan Area)","Pittsburgh, PA",107120,154.8,223.66,136830,-68.85,-0.3079,-29710,-0.2171,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Pittsburgh, PA
(40.442169, -79.994945)"
Table 4,2007,3,31066,31703,"Columbus, OH","New York City, NY (Metropolitan Area)",144240,124.29,212.85,84500,-88.56,-0.4161,59740,0.707,"Columbus, OH
(39.962649, -82.996216)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 4,1997,1,33495,31454,"New Orleans, LA","Orlando, FL",44220,78.94,138.89,10130,-59.94,-0.4316,34090,3.3653,"New Orleans, LA
(29.950621, -90.074948)","Orlando, FL
(28.538331, -81.378879)"
Table 4,2012,4,30977,31423,"Chicago, IL","Des Moines, IA",24400,179.76,326.9,12380,-147.14,-0.4501,12020,0.9709,"Chicago, IL
(41.775002, -87.696388)","Des Moines, IA
(41.588822, -93.620309)"
Table 4,2004,3,32575,34100,"Los Angeles, CA (Metropolitan Area)","Philadelphia, PA",222520,168.55,259.18,149050,-90.63,-0.3497,73470,0.4929,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Philadelphia, PA
(39.951061, -75.16562)"
Table 4,2007,3,30397,31123,"Atlanta, GA (Metropolitan Area)","St. Louis, MO",70490,139.71,284.87,41760,-145.16,-0.5096,28730,0.688,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","St. Louis, MO
(38.630276, -90.200309)"
Table 4,1999,2,31423,31703,"Des Moines, IA","New York City, NY (Metropolitan Area)",23180,207.64,302.1,15110,-94.46,-0.3127,8070,0.5341,"Des Moines, IA
(41.588822, -93.620309)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 4,2009,2,31057,30529,"Charlotte, NC","Hartford, CT",24710,194.1,284.8,23450,-90.69,-0.3184,1260,0.0537,"Charlotte, NC
(35.222936, -80.840161)","Hartford, CT
(41.765775, -72.673356)"
Table 4,1996,1,30397,34492,"Atlanta, GA (Metropolitan Area)","Raleigh/Durham, NC",79950,103.12,175.75,55120,-72.63,-0.4133,24830,0.4505,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Raleigh/Durham, NC
(42.673348, -72.179683)"
Table 4,2002,2,30529,30559,"Hartford, CT","Seattle, WA",18290,208.06,309.87,14750,-101.81,-0.3286,3540,0.24,"Hartford, CT
(41.765775, -72.673356)","Seattle, WA
(47.603229, -122.33028)"
Table 4,2002,1,30194,31123,"Dallas/Fort Worth, TX","St. Louis, MO",63430,166.07,241.29,72130,-75.22,-0.3117,-8700,-0.1206,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","St. Louis, MO
(38.630276, -90.200309)"
Table 4,1996,3,30466,33195,"Phoenix, AZ","Tampa, FL (Metropolitan Area)",19120,154.86,237.5,12940,-82.64,-0.348,6180,0.4776,"Phoenix, AZ
(30.406931, -87.217578)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 4,2001,4,31703,34057,"New York City, NY (Metropolitan Area)","Portland, OR",57000,262.21,377.91,55600,-115.7,-0.3062,1400,0.0252,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Portland, OR
(45.516018, -122.681425)"
Table 4,2002,1,30397,33198,"Atlanta, GA (Metropolitan Area)","Kansas City, MO",65980,116.94,178.31,63940,-61.37,-0.3442,2040,0.0319,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Kansas City, MO
(39.099792, -94.578559)"
Table 4,1996,3,30325,33570,"Denver, CO","San Diego, CA",77930,128.28,207.66,42700,-79.38,-0.3823,35230,0.8251,"Denver, CO
(39.738453, -104.984853)","San Diego, CA
(32.71576, -117.163817)"
Table 4,2006,1,30325,30466,"Denver, CO","Phoenix, AZ",292730,103.27,158.91,173630,-55.64,-0.3501,119100,0.6859,"Denver, CO
(39.738453, -104.984853)","Phoenix, AZ
(30.406931, -87.217578)"
Table 4,1996,3,33851,31454,"Oklahoma City, OK","Orlando, FL",14050,120.16,190.39,7870,-70.23,-0.3689,6180,0.7853,"Oklahoma City, OK
(35.468494, -97.521264)","Orlando, FL
(28.538331, -81.378879)"
Table 4,1997,3,31295,34570,"Detroit, MI","Reno, NV",34140,120.33,199.77,10990,-79.43,-0.3976,23150,2.1065,"Detroit, MI
(42.332916, -83.047853)","Reno, NV
(30.177159, -95.162771)"
Table 4,2009,1,30325,33316,"Denver, CO","Omaha, NE",56480,98.53,152.21,37950,-53.68,-0.3527,18530,0.4883,"Denver, CO
(39.738453, -104.984853)","Omaha, NE
(46.07035, -93.666319)"
Table 4,2001,1,30785,31703,"Burlington, VT","New York City, NY (Metropolitan Area)",35110,107.23,202.24,15040,-95.02,-0.4698,20070,1.3344,"Burlington, VT
(44.475949, -73.212481)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 4,2012,4,30397,33044,"Atlanta, GA (Metropolitan Area)","Louisville, KY",36710,136.91,330.63,13790,-193.72,-0.5859,22920,1.6621,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Louisville, KY
(38.256078, -85.751569)"
Table 4,2004,1,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",240650,180.02,282.92,160680,-102.9,-0.3637,79970,0.4977,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)"
Table 4,2015,3,31453,34100,"Houston, TX","Philadelphia, PA",102620,228.49,366.43,68170,-137.94,-0.3764,34450,0.5054,"Houston, TX
(29.760803, -95.369506)","Philadelphia, PA
(39.951061, -75.16562)"
Table 4,1999,4,30397,31973,"Atlanta, GA (Metropolitan Area)","Gulfport/Biloxi, MS",22500,100.25,167.18,4820,-66.93,-0.4004,17680,3.668,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Gulfport/Biloxi, MS
(30.369834, -89.091582)"
Table 4,2011,1,30325,34689,"Denver, CO","Santa Barbara, CA",16000,153.71,269.24,5470,-115.53,-0.4291,10530,1.925,"Denver, CO
(39.738453, -104.984853)","Santa Barbara, CA
(34.420867, -119.698342)"
Table 4,2010,3,31481,30852,"Panama City, FL","Washington, DC (Metropolitan Area)",22400,173.55,292.85,5600,-119.3,-0.4074,16800,3,"Panama City, FL
(30.185159, -85.73078)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4,2008,1,30325,33244,"Denver, CO","Memphis, TN",28060,160.76,233.46,10160,-72.7,-0.3114,17900,1.7618,"Denver, CO
(39.738453, -104.984853)","Memphis, TN
(35.143378, -90.052136)"
Table 4,2009,4,33105,30466,"Cincinnati, OH","Phoenix, AZ",16980,213.24,387.04,8510,-173.8,-0.4491,8470,0.9953,"Cincinnati, OH
(39.104427, -84.513808)","Phoenix, AZ
(30.406931, -87.217578)"
Table 4,2009,3,30194,33244,"Dallas/Fort Worth, TX","Memphis, TN",26230,183.71,342.39,19720,-158.68,-0.4635,6510,0.3301,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Memphis, TN
(35.143378, -90.052136)"
Table 4,1996,2,30977,30189,"Chicago, IL","Colorado Springs, CO",50720,122.32,226.45,11850,-104.13,-0.4598,38870,3.2802,"Chicago, IL
(41.775002, -87.696388)","Colorado Springs, CO
(38.835224, -104.819798)"
